gene	SRX007811	SRX008015	SRX008027	SRX008025	SRX008010	SRX008005	SRX008018	SRX008007	SRX008006	SRX008020	SRX008011	SRX008019	SRX008026	SRX008008	SRX008009	SRX008029	SRX008014	SRX008156	SRX008023	SRX008016	SRX008013	SRX008022	SRX008024	SRX008012	SRX008028	SRX008021	SRX008171	SRX008155	SRX008017	SRX008157
FBgn0052861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0052865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0052937	1	11	72	41	25	8	54	30	54	51	55	161	86	66	9	18	32	149	262	353	71	20	34	157	146	141	447	425	113	174
FBgn0052939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0052944	8	20	70	104	120	196	467	503	687	737	386	1003	730	346	36	67	119	333	781	816	124	42	40	349	554	384	827	448	319	444
FBgn0052945	0	0	5	0	1	0	0	0	0	0	0	1	0	0	2	33	99	292	461	568	0	0	0	849	785	858	924	935	269	267
FBgn0052971	99	42	157	55	70	72	125	31	47	22	29	108	27	46	107	115	162	370	500	608	33	54	87	442	371	560	676	452	124	406
FBgn0052982	275	4201	20818	3879	3356	3691	5041	3887	4874	8251	1986	4356	2287	1611	851	753	1097	4445	15219	6494	1800	302	284	2030	2232	1508	7603	8087	14269	10493
FBgn0052983	0	4	12	2	0	0	0	0	1	1	0	0	0	0	0	9	17	62	111	154	0	0	0	394	680	386	219	303	239	148
FBgn0052984	1	0	6	24	43	40	44	18	36	9	1	4	0	1	0	0	3	2	16	16	245	206	157	74	70	51	26	19	75	1
FBgn0052985	1	3	14	9	26	15	20	1	4	2	0	5	3	4	2	1	0	6	17	6	5	1	2	1340	1683	1415	17	474	306	3
FBgn0052986	0	3	13	3	1	3	1	1	0	0	0	1	0	0	1	22	38	155	223	280	1	0	0	714	929	665	459	659	354	132
FBgn0052987	1	1	9	3	0	1	0	1	0	0	0	0	0	0	0	3	15	31	61	85	0	0	0	191	325	207	134	152	102	47
FBgn0052988	0	1	11	1	0	1	1	0	1	0	0	0	0	0	0	22	65	158	289	375	0	0	0	737	1182	885	607	756	432	177
FBgn0053002	1333	903	2900	2087	1982	3592	2841	2704	2108	1810	1049	1861	3168	3981	1024	549	446	731	878	851	2258	1141	1063	1470	1433	1067	1457	2761	1674	851
FBgn0053003	10	20	42	68	102	985	4988	3847	99	49	6	19	100	4694	217	1	1	20	33	3	10	0	0	11	5	6	245	27	23	2
FBgn0053007	33	147	738	903	1028	1463	3121	2036	1257	905	423	1024	835	451	113	174	396	980	1858	1541	343	108	102	399	679	394	1073	1089	363	1165
FBgn0053012	0	0	9	6	7	7	6	11	33	195	764	1591	2072	1221	1169	2110	981	778	69	131	237	18	50	452	211	354	175	109	63	414
FBgn0053013	0	1	2	2	3	7	15	6	14	23	18	63	32	26	29	65	103	161	14	47	4	4	6	25	35	22	45	38	15	108
FBgn0053017	3	3	5	8	14	8	24	4	13	9	1	15	11	6	4	119	445	945	1715	2591	9	4	3	8687	10071	8664	4398	6166	3211	977
FBgn0053051	213	411	1720	893	962	1568	1556	637	495	416	292	665	1094	1216	403	284	303	592	583	611	944	641	606	274	390	254	671	553	270	513
FBgn0053052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0053054	241	200	443	97	33	43	86	76	139	250	176	400	307	522	162	364	299	424	588	507	513	249	249	1071	1118	1087	725	1451	1010	387
FBgn0053056	475	20	29	77	184	783	2988	2800	1378	2228	1835	4294	1384	2131	642	1191	802	1249	6544	1423	3109	1289	1493	3733	4102	4126	2584	5025	7277	1177
FBgn0053057	77	135	406	238	197	179	209	92	110	100	65	171	194	131	59	115	124	265	268	198	115	85	91	138	176	112	200	171	102	236
FBgn0053060	0	0	0	0	1	0	0	3	16	9	1	4	2	17	1	36	72	177	287	452	1	0	1	850	1012	824	736	845	370	163
FBgn0053061	0	0	0	0	1	0	3	9	81	67	8	8	15	32	7	43	88	206	327	378	3	0	0	690	1184	838	541	642	405	208
FBgn0053080	4	22	76	130	152	396	560	1130	2370	3596	3536	5711	6447	7380	2833	4005	3235	2551	6488	1807	6247	2005	1732	7101	8865	7561	1658	2333	4161	4691
FBgn0053082	7	36	254	144	143	128	225	91	58	63	60	102	244	193	46	59	85	145	186	186	299	127	111	190	93	50	165	438	390	147
FBgn0053087	12634	11355	38832	17867	18894	12713	32216	19634	13598	10297	6245	13395	10567	8683	5221	3647	11094	28201	44171	30266	16022	11059	11012	7749	8586	6066	18259	9658	8114	38051
FBgn0053092	0	6	14	4	13	6	6	9	7	9	8	15	7	17	10	254	677	1337	2754	3704	46	515	34	10179	16311	11469	5687	8139	5739	1344
FBgn0053093	3	8	82	237	314	716	893	295	334	204	24	79	24	44	43	404	185	139	2261	1429	147	10	4	185	14	9	1419	1050	197	93
FBgn0053094	9413	6954	16626	10771	9817	10694	14949	12319	15837	13895	7861	17735	10315	12086	3680	3749	4058	7136	10538	9137	9262	6673	6511	9026	13755	9059	16138	13253	8137	7132
FBgn0053095	5159	8048	25970	9128	8506	6822	15388	3239	4253	2053	2831	6859	1027	1865	648	1055	2240	7305	6359	5226	1640	3126	3607	1644	1583	1539	5235	3218	1001	7689
FBgn0053096	6856	8441	18546	8033	7374	6673	8739	5440	3807	2468	2575	4390	1198	1426	501	803	1816	5252	4186	3664	3113	3393	3184	1440	2001	1530	3107	2258	1263	5443
FBgn0053097	3534	6494	21135	9860	7400	5662	9369	4901	3003	2205	1813	2922	2544	3341	1125	1262	2546	4270	4852	7435	3078	2710	2579	2132	3311	2644	5770	3788	1429	4737
FBgn0053098	0	0	0	0	0	0	0	0	1	4	7	12	12	7	6	32	37	116	210	194	768	49	47	1172	729	644	401	1662	2004	111
FBgn0053099	51	644	3921	7300	8771	13100	14001	3117	1412	761	300	825	536	1054	658	776	479	853	624	847	458	318	318	419	596	411	1255	2848	302	575
FBgn0053100	4291	1083	2005	1910	1646	1821	2462	1514	1050	829	476	921	1683	1935	507	351	602	1123	1145	1340	2047	2328	2040	1258	2184	1462	1643	1556	978	1199
FBgn0053105	8	17	33	58	92	148	265	94	128	146	66	164	164	202	83	62	69	106	191	128	114	45	46	89	180	88	167	129	72	81
FBgn0053107	1549	879	2614	918	626	531	531	233	152	187	75	204	260	413	103	144	227	410	547	645	615	744	703	455	749	546	615	534	285	383
FBgn0053108	159	330	854	389	322	403	493	302	253	294	82	187	237	249	84	126	159	259	317	284	240	110	108	196	282	194	372	441	182	272
FBgn0053109	0	0	2	5	2	0	1	0	1	1	0	3	0	1	0	0	0	8	4	0	1580	2929	2416	470	1508	878	2	0	2	1
FBgn0053110	5	4	3	12	43	151	223	111	714	7468	3282	8603	1890	2281	3912	238	69	54	176	157	1781	363	426	3531	5993	3237	1032	20108	14003	81
FBgn0053111	868	898	2019	1751	1824	2509	4953	2693	2398	2428	1053	2440	1456	2376	955	1580	2097	4667	4935	3531	1269	993	881	1303	1676	1155	3615	3849	1228	5196
FBgn0053113	7289	13170	40436	21906	22297	39500	51598	30031	17639	11454	6768	15498	13440	36952	14194	10980	8634	15213	15710	15286	12277	9000	8070	12178	10352	9526	29422	19374	10095	17108
FBgn0053116	4973	3151	18311	10087	5552	4305	5701	2420	2280	1234	377	968	1266	2976	687	549	728	1764	2749	2005	2314	2909	2924	657	887	649	1567	824	493	2215
FBgn0053117	2	2	8	22	46	576	2206	1270	340	25	3	15	3	11	0	1	3	9	49	18	3	0	1	7	5	8	35	8	1	33
FBgn0053120	1	9	87	121	304	632	616	173	212	107	28	67	26	52	238	2862	1750	2340	418	1931	731	1250	1056	1028	662	837	1669	1277	264	2392
FBgn0053121	0	0	0	0	2	0	0	1	0	0	0	2	1	0	1	1	1	0	4	1	0	0	0	166	153	137	0	0	30	0
FBgn0053123	12109	1354	6472	6593	6653	9309	13503	6612	5155	3526	2022	4017	11658	17427	4901	2089	2459	4568	3708	4069	11858	11446	12254	3638	4299	3237	5385	5171	2622	5556
FBgn0053124	1	1	2	5	12	26	55	136	615	903	625	1140	882	1082	355	65	13	28	6	20	10	3	3	20	10	10	10	5	13	11
FBgn0053125	0	0	2	1	2	0	1	1	3	1	0	3	0	0	0	78	256	604	998	1434	1	1	0	3930	3609	3490	2334	2926	1163	586
FBgn0053126	1	3	20	49	177	1007	1388	794	577	778	220	805	260	530	419	195	851	8722	18721	5628	9477	2909	2488	7661	6736	4679	6165	4331	6386	18022
FBgn0053127	8	1	2	6	14	26	101	713	2215	4881	4617	9157	7336	9373	2102	2974	433	163	71	23	6819	2538	1894	4224	6321	4165	41	78	1550	70
FBgn0053128	17	10	31	50	59	91	189	386	503	1188	3302	9669	67401	76455	26776	50211	45228	41718	142	33	17	18	14	3	2	2	16	11	8	17928
FBgn0053129	12677	3199	9785	12805	14544	29201	29370	10207	5613	2671	958	2184	4506	20956	6531	5872	6393	11582	9129	11029	6390	9020	8850	4114	4423	4201	14516	5796	2226	14484
FBgn0053136	1	3	8	14	20	34	33	15	6	4	1	2	1	1	2	110	206	547	779	997	0	0	2	1588	1803	1808	1580	1822	693	461
FBgn0053137	1	3	2	2	2	4	17	3	8	4	5	24	19	34	15	6	7	7	18	29	9	7	7	14	8	13	30	23	21	21
FBgn0053138	17220	2413	1056	414	454	1823	3430	5743	4386	6132	3290	7433	7339	13164	10466	6663	2419	2006	2751	2805	35439	11165	10401	37732	13324	11854	2681	3022	19046	3919
FBgn0053139	12580	2262	11969	6429	4069	4094	3767	3429	2568	2772	1673	3043	5462	6266	2493	2363	3134	4419	5901	5907	8570	6855	6285	4772	8407	6091	4949	4627	5580	4400
FBgn0053140	2	0	4	13	7	4	20	30	18	12	5	8	1	3	3	78	245	563	1069	1708	2	0	1	2686	4241	3371	2291	2665	1471	543
FBgn0053143	18	6	29	31	49	144	924	4138	4458	1738	595	1482	1500	699	87	91	502	3078	861	721	563	148	119	742	1562	763	3409	3165	783	3373
FBgn0053144	4196	1177	1153	1786	2950	7000	7341	9992	9876	17619	5458	11871	6343	5115	2368	2171	4228	14137	39523	12826	9623	3701	3439	11032	18110	12265	26918	10866	20256	30162
FBgn0053145	3784	2738	4747	2498	2328	2500	3112	1521	1289	798	794	1790	1017	1272	386	423	616	1438	1350	1309	2015	2267	2074	826	815	678	1294	1615	741	1494
FBgn0053147	9	22	107	26	41	182	661	1947	3139	3479	1570	3938	2687	1223	172	140	283	475	1954	1814	1272	231	235	2720	4589	3033	3142	3570	2737	482
FBgn0053155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0053156	17288	4203	1878	388	799	1143	2073	4802	3732	2674	525	1113	1504	1971	434	463	600	1337	1451	1596	6876	7045	6512	1214	2014	1301	2918	2941	2360	1689
FBgn0053158	2561	354	609	797	1310	2006	1965	982	1415	1371	485	1135	2354	3465	1028	702	948	1681	1700	1721	2315	2193	2085	1514	2559	1875	1547	1868	1055	1930
FBgn0053159	3	11	49	34	28	10	19	8	9	8	2	7	7	6	3	1	3	9	4	12	26	3	5	36	13	8	8	13	39	10
FBgn0053160	5	12	72	55	50	35	26	71	380	13775	2047	5686	10	12	2	1	9	11	11	17	15	2	4	8	20	12	39	9	19	8
FBgn0053169	473	181	655	603	846	2172	2896	1295	1945	1299	384	1006	940	3263	666	412	280	529	315	358	487	480	537	931	903	691	786	1387	318	543
FBgn0053170	311	441	902	438	384	449	475	60	194	224	194	582	184	794	336	502	380	639	614	599	164	293	330	877	491	676	877	1516	276	719
FBgn0053172	2432	454	1000	658	601	474	900	247	188	141	176	343	668	541	178	129	168	370	389	321	1415	2002	1972	148	219	122	257	188	113	401
FBgn0053173	225	113	214	139	142	89	128	74	38	25	20	39	76	80	48	93	132	308	253	282	4909	1994	2055	2194	4362	3597	368	355	435	343
FBgn0053177	16	12	11	20	26	23	61	76	117	166	81	163	129	125	45	18	12	14	15	19	115	24	31	89	126	72	69	296	113	6
FBgn0053178	21	33	82	121	151	260	398	227	597	2594	2721	6199	3423	670	2116	1621	549	211	56	164	1832	175	333	1850	1218	1042	544	2412	1779	83
FBgn0053179	2	1	1	7	7	33	126	209	482	926	699	1815	1107	456	37	28	54	116	368	588	218	51	66	555	829	492	1097	1276	436	142
FBgn0053180	584	1243	8289	9338	12497	8430	9978	1758	1533	1196	477	1543	1170	1404	453	815	1523	3520	3136	4156	1505	1318	1450	1532	2206	1739	3766	2450	816	3534
FBgn0053181	7702	3551	2116	801	1094	1206	1923	2696	2575	3643	3627	6406	3995	3611	1612	1363	1583	2605	5242	2010	10651	5550	5431	4965	10073	5779	2013	3183	3562	4390
FBgn0053182	4903	3202	5808	5481	4262	3433	4496	3897	3032	2131	2271	3864	1319	1156	486	699	1482	2477	3376	4139	3079	3042	2660	3206	6144	4165	3897	3208	1900	2554
FBgn0053189	0	2	31	18	32	31	53	39	53	56	27	41	33	50	21	181	459	823	1531	1908	58	15	13	4534	6694	4722	3227	4130	2590	836
FBgn0053191	1	4	22	25	25	28	53	48	50	59	8	28	17	36	4	67	177	370	719	938	25	14	7	3008	5225	3332	1653	2159	1756	332
FBgn0053192	1	0	2	4	2	4	7	5	86	363	934	1974	2319	1662	718	740	685	1306	1786	2067	110	236	141	233	262	67	755	556	248	2786
FBgn0053193	7560	1498	4988	4234	3777	5517	4521	3256	1812	1918	618	1298	1929	2375	1113	1673	2282	4230	4534	4524	5362	4085	3483	2103	3462	2011	3472	2982	2118	5889
FBgn0053194	0	1	9	17	22	12	17	4	4	2	1	5	2	0	0	3	1	13	42	60	1	0	0	29	46	39	53	5	4	11
FBgn0053196	240	1392	13057	27584	23077	6664	38317	61249	66202	74794	22568	39946	46087	74344	49991	11173	30136	26601	37364	65529	47564	5122	3843	50282	57357	32357	48325	66521	41263	20962
FBgn0053197	23	30	44	262	742	678	2721	1021	1672	1420	665	1876	834	1030	367	220	500	867	1219	976	287	156	151	953	1157	823	1565	1515	420	1054
FBgn0053198	455	606	1759	710	580	749	835	119	218	124	62	245	98	364	116	211	325	859	791	629	145	289	329	281	227	327	819	548	122	1181
FBgn0053199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0053200	39	673	3955	1768	1386	809	758	83	66	66	27	94	25	15	8	45	62	136	190	129	56	21	19	100	119	125	105	125	88	177
FBgn0053202	4	4	5	4	18	34	271	934	2238	3119	1668	4132	3197	1260	138	84	157	373	731	1261	369	60	63	675	736	595	4523	3447	771	394
FBgn0053203	84	97	443	400	288	220	361	335	869	1295	749	1606	1786	829	130	71	117	210	445	593	1324	268	307	2065	2785	1945	922	2327	2203	210
FBgn0053205	99	63	136	290	513	2032	9707	16347	36661	55229	23957	57765	23300	31927	20304	19556	17336	20713	6122	2774	45011	6759	8817	69517	57356	61958	19326	90137	84396	8378
FBgn0053207	45	650	3306	2166	1446	1488	2784	1182	977	677	137	323	151	94	21	29	88	190	314	356	53	15	22	69	52	50	341	162	72	289
FBgn0053208	5743	1932	4999	3134	3217	2982	6330	5281	3622	4108	1429	2372	2412	2128	896	804	3283	9695	54999	37335	5762	3510	3111	9664	15024	9668	31378	21011	8863	22807
FBgn0053213	1179	727	2488	992	674	563	468	163	98	82	25	76	164	155	58	89	157	270	333	351	313	462	417	118	225	144	192	134	80	256
FBgn0053214	15607	11654	19599	13886	12682	13637	16545	10030	6571	5196	2619	5531	8607	13407	4451	4969	6224	9302	9395	12577	14114	10046	10009	7244	9690	7275	8297	8373	5117	10547
FBgn0053217	473	677	1724	605	942	814	1680	145	392	125	177	644	387	623	131	64	132	329	356	377	192	422	751	109	65	89	333	194	55	525
FBgn0053218	1	12	51	47	18	19	48	11	13	11	2	6	1	3	5	60	133	357	477	653	3	12	5	978	907	1018	1184	1223	364	456
FBgn0053221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0053222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0053223	31	13	3	2	1	2	0	0	0	1	0	5	0	0	0	8	13	21	42	48	17	49	53	85	146	118	77	113	56	21
FBgn0053225	0	1	1	1	3	2	10	4	6	9	12	41	30	50	339	2265	1215	977	640	649	5	0	2	616	979	808	899	793	415	1878
FBgn0053229	5714	4064	8655	7941	5027	8767	10053	5511	5549	6113	4144	8952	3509	3454	1334	1386	2944	6755	11903	6856	4473	4021	3607	2827	3022	1978	6037	5383	5153	6613
FBgn0053230	1456	896	2054	983	983	969	1588	531	1002	1406	1150	2928	1592	1635	743	439	444	784	1061	880	1124	1079	1041	974	1110	932	1037	1161	752	702
FBgn0053233	0	3	28	18	19	4	13	27	49	70	63	140	101	47	5	13	70	168	342	422	21	7	5	1227	1798	1435	817	1196	594	147
FBgn0053234	0	1	23	41	40	10	21	41	84	99	72	186	178	62	7	38	152	373	529	721	27	11	12	1264	2007	1484	1183	1376	804	278
FBgn0053236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0053237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0053238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0053239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0053240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0053241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0053242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0053243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0053244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0053245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0053246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0053247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0053251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0053252	0	0	0	0	1	0	1	0	0	3	2	10	1	3	11	88	161	371	450	599	15	1	1	485	553	692	748	615	216	349
FBgn0053255	488	166	420	186	230	212	141	57	33	27	12	22	5	14	16	54	91	233	230	203	256	304	310	205	319	305	205	218	104	203
FBgn0053257	2	5	12	0	2	6	34	311	228	29	1	1	3	174	3	0	0	0	9	15	0	0	0	1	3	0	740	9	1	1
FBgn0053258	0	2	13	4	3	1	4	2	1	7	7	33	6	7	5	4	1	8	40	4	1536	989	888	2641	2874	1568	9	9	124	12
FBgn0053260	38	20	33	32	37	37	49	8	16	15	5	19	33	64	17	33	55	101	112	123	37	45	53	46	49	48	67	57	31	104
FBgn0053262	0	1	1	0	0	4	4	1	0	0	0	0	0	0	0	0	1	1	2	1	0	0	1	0	1	0	85	3	0	0
FBgn0053263	0	0	0	0	0	0	1	0	0	0	0	0	12	368	471	15	8	12	2	1	2	0	0	3	5	1	1	4	2	0
FBgn0053265	0	0	0	1	3	2	3	4	7	13	8	39	20	85	17	24	221	6665	42	29	450	171	234	738	705	544	31	125	57	13456
FBgn0053267	1	5	50	48	18	15	30	13	10	13	12	15	16	17	7	3	4	20	48	31	13	2	2	30	32	28	46	53	20	20
FBgn0053269	2	1	0	0	4	4	4	4	27	1012	1621	3502	6	2	0	0	3	4	4	0	0	1	0	5	5	2	11	6	2	1
FBgn0053270	0	1	0	0	1	2	6	12	68	912	1395	3278	749	9	0	1	2	0	0	0	0	0	0	0	0	0	3	0	0	0
FBgn0053271	1	1	0	1	7	62	114	133	317	806	800	2258	2199	793	1	1	1	0	3	2	0	0	0	1	1	1	1	1	1	0
FBgn0053272	1	0	2	0	4	5	2	6	31	1141	1860	4418	6	2	0	0	5	0	1	0	0	0	0	0	1	0	7	1	0	0
FBgn0053276	113	142	259	33	57	195	313	44	61	28	24	69	75	182	49	37	41	130	91	100	25	92	88	30	24	20	81	50	13	136
FBgn0053278	0	2	7	3	3	12	23	21	20	26	14	30	12	11	2	122	345	775	1199	1548	1	1	0	1432	2081	2112	1788	1715	731	706
FBgn0053281	1	3	26	18	34	106	199	418	489	519	768	1768	8493	13940	6063	2932	944	505	48	52	1426	222	100	2912	1494	1420	189	765	1067	112
FBgn0053282	0	0	0	0	1	0	1	8	20	63	74	159	156	260	118	59	101	411	1	3	76	10	16	105	102	112	77	69	23	401
FBgn0053283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0053284	0	9	2	2	10	4	17	17	8	8	0	1	0	2	8	229	565	1266	2129	2926	5	7	1	8900	10656	9679	4938	6661	3391	1213
FBgn0053285	0	0	4	1	1	3	6	8	4	2	0	8	4	2	1	17	72	170	272	359	5	1	1	1093	1269	1022	571	915	502	138
FBgn0053286	0	0	8	2	9	5	18	6	3	3	0	0	1	0	8	190	544	1251	1729	2286	17	1	0	2460	3013	3044	3063	3112	1059	1079
FBgn0053287	0	1	0	1	1	0	1	0	0	0	0	0	0	0	2	101	388	894	1565	2358	1	0	0	3402	4494	3900	3211	3708	1494	832
FBgn0053288	3	52	156	129	89	41	146	409	739	766	323	652	406	437	71	42	44	68	91	78	55	47	16	542	1064	811	187	389	135	65
FBgn0053289	0	9	13	22	21	11	11	9	18	23	8	50	23	13	3	3	2	9	5	11	2	1	1	17	26	17	12	12	6	2
FBgn0053290	0	0	0	0	3	0	3	0	3	3	1	5	2	2	0	2	0	4	7	7	1	0	0	1448	1343	2042	8	5	15	2
FBgn0053291	58	412	5367	5052	5013	12246	18286	9420	3665	5310	1564	2870	2369	4137	456	409	1125	2349	2851	7854	388	9	14	523	251	157	11263	4667	721	2764
FBgn0053292	1	0	18	39	62	194	319	389	206	276	20	46	29	269	22	8	46	31	11	28	8	0	0	5	1	2	519	157	18	18
FBgn0053293	2	9	52	27	19	6	27	26	59	58	15	37	23	58	38	360	899	1806	3199	4008	55	35	18	5498	10237	7674	5573	6019	3742	1726
FBgn0053294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0053296	0	1	3	0	0	2	3	1	3	1	6	2	0	9	14	6	9	13	4	9	106	64	122	385	115	300	7	15	41	12
FBgn0053299	0	1	11	5	4	4	4	35	70	22	0	4	8	3	0	1	0	0	48	3	2	1	1	2	2	4	11802	119	58	1
FBgn0053300	7	41	113	867	2816	2773	8858	217	59	43	12	53	4	4	2	0	1	0	8	9	2	1	3	5	12	8	22	7	10	5
FBgn0053301	8	16	31	5	6	6	10	2	59	195	86	114	10	45	31	12	4	2	125	9	39	7	4	58	87	39	16	20	25	45
FBgn0053302	39	134	290	146	251	342	302	1283	7526	36731	17565	29204	10504	7724	9969	430	104	177	22586	1310	3	2	1	208	515	302	857	730	484	137
FBgn0053303	10948	5119	24741	15689	13232	17912	20406	11572	7793	4958	1402	2679	9251	25761	6763	6167	6673	11258	8057	11153	10659	9064	8677	7263	13393	7874	9275	6095	4228	14223
FBgn0053306	1	1	13	28	29	12	20	5	8	61	241	611	3847	7639	2322	10258	4907	3300	34	24	3401	1296	1649	2455	2552	3069	32	22	15	441
FBgn0053307	1	0	4	11	6	11	13	7	42	450	1157	2816	1799	2487	4349	3348	1064	618	274	283	382	375	291	1079	960	1023	427	470	311	315
FBgn0053309	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	83	237	664	969	1203	0	1	1	1090	1181	1318	1709	1541	478	623
FBgn0053310	0	0	0	1	14	6	17	4	8	8	7	22	10	12	4	45	106	277	412	497	3	1	3	341	300	362	611	467	103	301
FBgn0053315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0053317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0053318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0053319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0053322	0	0	1	1	3	2	5	1	1	2	1	0	1	1	1	133	466	915	1684	2457	2	0	1	3216	4943	4111	3532	3917	1755	900
FBgn0053324	378	870	5082	4298	4156	4124	7114	4574	3118	3653	1280	2531	1751	1357	350	511	1247	2617	2587	3319	1685	504	495	1799	3541	2054	3732	2745	3294	2344
FBgn0053325	0	8	28	21	6	4	4	0	0	0	0	0	1	0	1	0	0	0	0	3	0	0	0	202	133	194	2	0	6	0
FBgn0053328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0053329	0	4	11	11	18	20	31	19	12	87	494	782	926	245	254	609	476	780	1072	456	754	492	224	897	2761	993	369	342	740	826
FBgn0053330	159	223	993	667	681	756	1938	1638	1389	1403	534	1224	846	1141	387	419	627	1559	2357	1351	839	358	335	972	1798	1086	2545	2644	1308	2093
FBgn0053333	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	5560	15830	12445	268	330	2	0	0	552	1394	731	404	454	392	423
FBgn0053337	0	2	0	1	1	0	0	3	8	20	57	132	13	13	3	15	14	19	239	237	83	123	164	48	48	49	43	9	9	42
FBgn0053339	0	4	5	12	15	160	446	43	9	4	1	9	3	88	2	0	1	3	5	5	6	9	3	9	28	16	34	11	9	1
FBgn0053340	0	5	9	13	18	153	268	28	4	4	0	5	8	53	27	1474	3441	7674	13424	20299	24	7	1	55308	100744	67661	28039	36846	33558	7206
FBgn0053341	0	1	0	1	3	30	135	30	28	45	6	6	3	205	25	2	3	9	2	1	0	0	0	1	1	1	2	0	0	15
FBgn0053346	0	0	0	0	1	3	2	2	5	8	1	11	1	4	13	31	208	1133	2208	362	156	113	124	265	338	228	127	57	72	2491
FBgn0053348	1	1	9	10	7	3	14	7	5	5	2	3	1	1	2	0	3	2	3	4	9	5	4	199	299	209	5	3	16	3
FBgn0053349	3	2	13	24	11	6	24	23	12	13	2	8	10	3	4	2	2	12	10	4	16	9	6	36	51	39	14	42	16	7
FBgn0053353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0053354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0053355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0053356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0053357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
